plant.name,plant.cultivar,model.name,model.weight,model.dimensions.length,model.dimensions.width,model.dimensions.height,model.tank_volume,model.rotors.power,model.rotors.number,model.nozzles.type,model.nozzles.number,model.particle_diameter.min,model.particle_diameter.max,model.swath_width.min,model.swath_width.max,model.water_pump.type,model.water_pump.flow_rate,model.water_pump.number,experiment.name,experiment.weather.temperature.min,experiment.weather.temperature.max,experiment.weather.humidity.min,experiment.weather.humidity.max,experiment.weather.velocity.min,experiment.weather.velocity.max,experiment.params.height,experiment.params.flight_speed,experiment.params.spray_volume,experiment.params.atomization_diameter,experiment.results.coverage.value,experiment.results.coverage.max,experiment.results.coverage.CV,experiment.results.droplet_size.value,experiment.results.droplet_size.max,experiment.results.droplet_size.CV
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H3-S1-V3-D2,22.164,31.757,47.558,73.546,0.196,1.588,5.412,3.092,152.824,medium,12.244,13.253,38.445,394.611,408.92,15.89
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H3-S1-V3-D2,23.612,31.664,49.099,73.098,0.205,1.671,4.862,3.055,164.226,medium,12.205,13.494,38.234,390.511,396.822,15.448
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H3-S1-V3-D2,22.773,31.922,48.984,74.305,0.203,1.486,5.19,3.054,144.917,medium,12.609,13.229,38.885,395.031,406.096,15.558
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H3-S1-V3-D2,23.136,31.608,49.797,73.011,0.212,1.598,5.139,3.147,149.455,medium,12.507,13.197,38.34,400.67,405.299,15.413
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H3-S1-V3-D2,22.64,30.781,49.72,74.166,0.186,1.501,5.392,3.028,151.993,medium,12.315,13.724,39.16,403.183,405.508,15.673
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H3-S1-V3-D2,23.269,30.947,47.37,73.38,0.183,1.629,5.363,3.066,149.494,medium,12.336,13.397,39.148,395.558,398.784,15.69
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H1-S2-V2-D2,23.0,31.0,48.0,72.0,0.2,1.6,2.0,5.0,105.0,medium,9.4,10.8,27.8,376.2,383.1,11.6
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H1-S2-V2-D2,23.045,31.379,47.515,73.273,0.212,1.631,2.139,4.883,102.166,medium,9.421,10.929,27.833,373.911,375.457,11.603
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H1-S2-V2-D2,23.486,31.169,48.296,71.779,0.194,1.47,1.978,4.766,100.231,medium,9.582,10.69,27.799,374.088,378.707,11.754
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H1-S2-V2-D2,23.642,30.914,47.153,71.298,0.197,1.644,1.902,4.8,103.132,medium,9.322,10.899,27.871,375.02,382.841,11.465
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H1-S2-V2-D2,23.794,30.865,48.5,72.522,0.209,1.567,1.963,5.18,98.77,medium,9.353,10.81,28.043,375.289,380.013,11.683
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H1-S2-V2-D2,22.837,30.176,47.391,73.116,0.202,1.482,2.002,5.073,102.408,medium,9.284,10.95,27.807,373.751,389.701,11.643
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H1-S2-V2-D2,22.771,31.475,46.005,70.709,0.219,1.543,1.982,5.253,104.837,medium,9.312,10.83,27.926,380.823,386.961,11.473
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H1-S2-V2-D2,22.319,30.668,47.692,71.829,0.202,1.565,1.879,5.104,101.656,medium,9.169,10.766,27.664,376.447,376.447,11.825
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H1-S2-V2-D2,23.199,30.648,50.224,71.962,0.19,1.676,2.017,5.183,112.71,medium,9.212,10.787,28.001,374.766,387.544,11.504
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H1-S2-V2-D2,23.006,31.508,47.292,71.946,0.198,1.712,1.877,5.157,113.627,medium,9.477,10.997,27.624,375.086,375.461,11.666
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H2-S2-V2-D2,23.0,31.0,48.0,72.0,0.2,1.6,3.5,5.0,105.0,medium,9.6,9.9,29.9,378.5,393.5,10.6
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H2-S2-V2-D2,22.437,31.895,49.604,73.056,0.214,1.545,3.667,4.791,101.935,medium,9.639,9.73,29.262,372.372,389.243,10.464
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H2-S2-V2-D2,23.492,30.741,46.708,72.588,0.212,1.535,3.713,4.874,110.128,medium,9.688,10.036,29.833,377.629,384.391,10.594
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H2-S2-V2-D2,22.844,30.359,47.584,71.088,0.199,1.589,3.236,4.941,109.082,medium,9.422,9.775,29.961,371.915,397.845,10.658
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H2-S2-V2-D2,22.413,30.272,50.094,73.791,0.192,1.64,3.702,5.003,107.048,medium,9.643,9.872,30.554,376.283,391.465,10.471
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H2-S2-V2-D2,23.133,31.786,47.082,74.705,0.198,1.543,3.505,5.194,104.311,medium,9.553,9.768,30.674,378.016,387.566,10.548
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H2-S2-V2-D2,23.07,30.134,49.64,71.519,0.209,1.61,3.593,4.847,100.516,medium,9.533,9.991,29.592,380.11,402.249,10.676
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H2-S2-V2-D2,23.606,31.953,47.405,74.508,0.2,1.619,3.243,4.831,110.596,medium,9.493,9.66,29.907,376.464,389.598,10.528
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H2-S2-V2-D2,23.332,31.396,48.012,75.097,0.209,1.554,3.352,5.054,101.941,medium,9.755,9.755,29.792,377.915,387.542,10.793
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H2-S2-V2-D2,23.237,31.332,48.227,72.874,0.199,1.627,3.386,5.337,102.471,medium,9.461,9.952,29.652,373.96,404.382,10.446
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H3-S2-V2-D2,23.0,31.0,48.0,72.0,0.2,1.6,5.0,5.0,105.0,medium,8.5,8.6,16.9,349.6,365.8,8.7
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H3-S2-V2-D2,23.307,30.742,47.667,73.674,0.197,1.691,5.135,4.888,100.483,medium,8.612,8.644,17.257,353.302,365.982,8.678
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H3-S2-V2-D2,22.475,30.752,49.642,70.05,0.209,1.585,5.146,5.264,110.823,medium,8.455,8.744,16.706,354.477,368.812,8.593
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H3-S2-V2-D2,21.974,30.259,46.861,69.765,0.213,1.645,5.461,5.119,98.598,medium,8.532,8.532,16.501,351.328,362.502,8.743
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H3-S2-V2-D2,23.571,31.539,48.504,69.307,0.194,1.557,5.264,4.804,104.144,medium,8.507,8.759,16.528,356.437,364.59,8.779
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H3-S2-V2-D2,23.521,32.104,49.466,72.209,0.19,1.531,4.963,4.843,102.182,medium,8.588,8.588,16.938,353.392,363.198,8.624
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H3-S2-V2-D2,22.599,31.464,49.226,73.185,0.194,1.56,4.7,4.935,110.332,medium,8.485,8.5,17.004,344.904,366.164,8.748
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H3-S2-V2-D2,22.66,30.923,47.594,72.49,0.189,1.542,4.854,4.943,101.705,medium,8.684,8.684,17.242,359.601,359.601,8.654
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H3-S2-V2-D2,22.808,30.388,47.726,71.139,0.198,1.527,4.855,5.161,104.264,medium,8.424,8.598,17.25,354.251,361.961,8.606
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H3-S2-V2-D2,22.418,32.157,48.91,71.088,0.21,1.657,5.109,5.191,105.391,medium,8.388,8.61,16.84,347.561,363.931,8.567
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H2-S1-V2-D3,23.0,31.0,48.0,72.0,0.2,1.6,3.5,3.0,105.0,coarse,11.5,12.3,46.3,441.9,463.8,17.8
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H2-S1-V2-D3,23.295,31.078,47.558,74.009,0.2,1.494,3.416,3.065,111.846,coarse,11.461,12.286,45.777,436.772,457.277,17.632
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H2-S1-V2-D3,23.045,30.795,46.862,71.37,0.216,1.67,3.652,2.878,96.138,coarse,11.215,12.496,47.443,439.208,463.668,17.56
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H2-S1-V2-D3,22.525,31.429,48.392,73.066,0.196,1.483,3.228,2.981,102.27,coarse,11.702,12.388,46.089,451.89,470.283,17.657
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H2-S1-V2-D3,23.093,30.246,49.018,71.507,0.202,1.737,3.314,2.891,110.958,coarse,11.526,12.086,45.55,441.106,464.264,17.787
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H2-S1-V2-D3,23.346,30.317,49.269,70.432,0.197,1.568,3.276,3.052,106.095,coarse,11.596,12.356,45.69,435.855,458.635,17.879
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H2-S1-V2-D3,23.311,30.491,48.775,71.694,0.205,1.511,3.26,2.812,112.713,coarse,11.726,12.159,46.194,439.689,475.612,17.65
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H2-S1-V2-D3,21.98,30.436,47.488,73.291,0.199,1.567,3.568,3.224,103.273,coarse,11.546,12.445,45.568,433.068,465.035,17.83
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H2-S1-V2-D3,22.805,31.149,46.802,71.769,0.201,1.678,3.489,2.774,109.338,coarse,11.385,12.257,47.369,432.428,462.844,18.127
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H2-S1-V2-D3,22.322,31.228,47.036,71.842,0.209,1.656,3.49,2.789,109.735,coarse,11.592,12.36,46.849,447.8,472.002,17.828
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H2-S1-V2-D1,23.0,31.0,48.0,72.0,0.2,1.6,3.5,3.0,105.0,fine,9.6,10.9,66.9,268.8,280.4,21.1
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H2-S1-V2-D1,22.573,31.464,47.082,74.997,0.182,1.582,3.589,3.152,107.15,fine,9.537,11.046,66.138,274.28,278.912,21.306
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H2-S1-V2-D1,22.056,31.651,46.834,72.515,0.197,1.516,3.519,3.204,109.091,fine,9.701,11.024,66.183,269.551,279.691,21.561
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H2-S1-V2-D1,23.122,30.26,48.981,70.643,0.188,1.566,3.435,3.142,112.377,fine,9.755,10.87,66.189,265.738,280.835,21.232
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H2-S1-V2-D1,23.226,29.699,47.938,72.19,0.189,1.59,3.585,2.872,109.767,fine,9.665,10.813,66.721,272.68,277.296,20.72
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H2-S1-V2-D1,22.365,31.11,46.953,69.752,0.21,1.511,3.394,2.895,101.739,fine,9.636,10.845,68.416,264.278,277.981,21.162
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H2-S1-V2-D1,23.385,30.664,48.088,72.669,0.195,1.576,3.579,3.11,109.2,fine,9.585,10.783,67.098,272.966,286.221,20.736
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H2-S1-V2-D1,22.75,32.157,48.392,72.418,0.19,1.519,3.405,3.17,104.919,fine,9.567,11.062,67.254,268.859,281.587,20.922
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H2-S1-V2-D1,22.199,31.523,47.199,69.755,0.197,1.729,3.539,2.915,109.431,fine,9.393,10.988,65.712,271.111,281.84,21.043
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H2-S1-V2-D1,22.802,31.919,46.963,72.109,0.184,1.655,3.168,2.88,108.352,fine,9.811,11.168,67.297,268.081,278.062,21.416
